date,sku_id,units_sold,revenue,unit_price,promo_flag
2026-07-28,SKU-022,11.0,698.72,63.52,0
2026-07-18,SKU-038,4.0,332.48,83.12,0
2026-02-08,SKU-046,3.0,272.37,90.79,0
2025-07-30,SKU-036,14.0,678.02,48.43,0
2026-08-21,SKU-056,1.0,216.25,216.25,0
2025-03-05,SKU-032,11.0,1030.81,93.71,0
2025-10-01,SKU-011,3.0,662.52,220.84,0
2026-08-16,SKU-008,1.0,288.72,288.72,1
2025-06-06,SKU-054,5.0,1086.5,217.3,0
2025-06-02,SKU-030,1.0,35.99,35.99,0
2026-02-26,SKU-019,4.0,302.28,75.57,0
2026-01-23,SKU-022,18.0,1143.36,63.52,0
2024-01-15,SKU-034,10.0,400.8,40.08,0
2026-02-26,SKU-037,7.0,485.1,69.3,0
2025-05-23,SKU-060,11.0,1770.12,160.92,1
2025-11-20,SKU-007,10.0,4203.7,420.37,0
2025-05-28,SKU-029,4.0,321.36,80.34,1
2026-01-11,SKU-053,5.0,431.2,86.24,0
2025-06-24,SKU-003,12.0,3215.4,267.95,0
2024-07-17,SKU-016,13.0,365.95,28.15,0
2025-05-10,SKU-030,1.0,35.99,35.99,0
2024-05-29,SKU-015,5.0,290.15,58.03,0
2026-01-22,SKU-040,1.0,43.75,43.75,0
2025-08-06,SKU-001,2.0,370.06,185.03,0
2024-12-15,SKU-056,0.0,0.0,166.59,1
2024-07-08,SKU-014,13.0,232.05,17.85,0
2024-02-06,SKU-003,4.0,1071.8,267.95,0
2025-04-08,SKU-027,4.0,138.44,34.61,0
2026-07-11,SKU-009,1.0,148.6,148.6,0
2025-06-18,SKU-058,5.0,1727.95,345.59,0
2026-04-07,SKU-015,5.0,290.15,58.03,0
2026-01-06,SKU-017,1.0,44.17,44.17,0
2024-08-09,SKU-001,2.0,370.06,185.03,0
2024-11-02,SKU-020,5.0,342.85,68.57,0
2024-09-04,SKU-010,14.0,6423.48,458.82,1
2024-10-19,SKU-013,11.0,877.69,79.79,0
2025-07-14,SKU-047,1.0,46.3,46.3,0
2024-03-04,SKU-045,2.0,360.12,180.06,0
2025-03-05,SKU-026,8.0,594.16,74.27,0
2025-08-18,SKU-005,2.0,813.58,406.79,1
2024-05-30,SKU-031,13.0,1852.24,142.48,0
2024-12-25,SKU-037,3.0,173.61,57.87,1
2024-07-14,SKU-031,10.0,1424.8,142.48,0
2024-10-28,SKU-026,7.0,519.89,74.27,0
2025-02-06,SKU-030,1.0,35.99,35.99,0
2026-01-13,SKU-037,3.0,207.9,69.3,0
2025-10-02,SKU-024,7.0,204.26,29.18,0
2024-08-23,SKU-003,2.0,535.9,267.95,0
2026-08-31,SKU-037,3.0,207.9,69.3,0
2025-05-25,SKU-036,13.0,629.59,48.43,0
2026-01-28,SKU-042,14.0,800.8,57.2,0
2025-02-24,SKU-041,1.0,59.71,59.71,0
2024-06-11,SKU-010,8.0,4737.92,592.24,0
2025-11-07,SKU-025,7.0,637.35,91.05,0
2024-11-19,SKU-038,5.0,415.6,83.12,0
2026-03-19,SKU-040,1.0,33.07,33.07,1
2025-04-15,SKU-038,5.0,415.6,83.12,0
2024-03-02,SKU-037,3.0,207.9,69.3,0
2025-05-01,SKU-003,10.0,2679.5,267.95,0
2024-10-23,SKU-010,7.0,4145.68,592.24,0
2024-06-02,SKU-019,4.0,302.28,75.57,0
2025-01-25,SKU-048,0.0,706.96,176.74,0
2025-03-22,SKU-048,6.0,1060.44,176.74,0
2024-12-16,SKU-024,9.0,212.76,23.64,1
2026-06-21,SKU-020,6.0,411.42,68.57,0
2025-05-12,SKU-043,8.0,1295.92,161.99,0
2024-07-20,SKU-024,1.0,29.18,29.18,0
2025-07-19,SKU-026,7.0,519.89,74.27,0
2024-03-29,SKU-004,3.0,1141.02,380.34,0
2025-01-17,SKU-027,3.0,103.83,34.61,0
2026-05-25,SKU-018,9.0,585.81,65.09,1
2025-11-18,SKU-034,21.0,841.68,40.08,0
2025-09-06,SKU-012,2.0,458.4,229.2,0
2026-05-07,SKU-013,14.0,1117.06,79.79,0
2025-08-21,SKU-051,4.0,236.16,59.04,0
2026-05-22,SKU-004,2.0,760.68,380.34,0
2025-03-16,SKU-010,11.0,5500.33,500.03,1
2024-12-28,SKU-051,1.0,59.04,59.04,0
2024-11-23,SKU-018,17.0,1125.91,66.23,1
2025-03-07,SKU-038,3.0,249.36,83.12,0
2025-03-07,SKU-029,2.0,180.74,90.37,0
2025-09-03,SKU-056,2.0,432.5,216.25,0
2024-10-08,SKU-014,11.0,196.35,17.85,0
2024-08-03,SKU-059,11.0,2431.66,221.06,0
2024-06-24,SKU-042,8.0,457.6,57.2,0
2025-08-09,SKU-012,2.0,458.4,229.2,0
2025-03-05,SKU-048,4.0,706.96,176.74,0
2025-09-21,SKU-011,3.0,662.52,220.84,0
2026-08-09,SKU-047,2.0,92.6,46.3,0
2026-04-17,SKU-005,2.0,981.2,490.6,0
2024-04-03,SKU-016,19.0,534.85,28.15,0
2024-08-19,SKU-042,17.0,853.91,50.23,1
2025-03-11,SKU-010,12.0,7106.88,592.24,0
2025-09-10,SKU-024,3.0,87.54,29.18,0
2025-06-12,SKU-036,9.0,435.87,48.43,0
2024-07-08,SKU-027,3.0,103.83,34.61,0
2026-08-20,SKU-005,2.0,835.8,417.9,1
2024-08-14,SKU-007,16.0,5194.08,324.63,1
2024-04-13,SKU-048,7.0,1237.18,176.74,0
2024-01-01,SKU-014,27.0,430.11,15.93,1
2026-05-29,SKU-007,15.0,5599.35,373.29,1
2024-07-04,SKU-043,14.0,1897.7,135.55,1
2024-01-27,SKU-013,12.0,957.48,79.79,0
2025-07-18,SKU-055,1.0,188.97,188.97,0
2025-05-22,SKU-001,5.0,925.15,185.03,0
2026-08-22,SKU-028,1.0,26.65,26.65,0
2025-09-29,SKU-018,9.0,681.3,75.7,0
2024-08-25,SKU-008,1.0,371.2,371.2,0
2025-10-02,SKU-044,5.0,625.1,125.02,0
2024-12-03,SKU-006,11.0,1587.74,144.34,0
2025-10-09,SKU-037,5.0,346.5,69.3,0
2024-10-31,SKU-058,2.0,691.18,345.59,0
2024-05-08,SKU-046,1.0,90.79,90.79,0
2025-05-09,SKU-046,2.0,181.58,90.79,0
2025-07-15,SKU-030,2.0,71.98,35.99,0
2025-07-12,SKU-027,6.0,207.66,34.61,0
2024-03-23,SKU-008,1.0,371.2,371.2,0
2026-05-05,SKU-012,5.0,1146.0,229.2,0
2024-11-01,SKU-015,4.0,232.12,58.03,0
2025-01-20,SKU-021,2.0,91.7,45.85,0
2025-11-01,SKU-014,21.0,374.85,17.85,0
2024-10-31,SKU-004,3.0,1141.02,380.34,0
2025-05-25,SKU-052,7.0,1548.68,221.24,0
2025-08-23,SKU-057,2.0,166.68,83.34,0
2024-06-12,SKU-026,5.0,371.35,74.27,0
2026-02-09,SKU-031,12.0,1709.76,142.48,0
2026-02-23,SKU-029,2.0,180.74,90.37,0
2025-04-09,SKU-030,1.0,35.99,35.99,0
2024-05-04,SKU-007,3.0,1261.11,420.37,0
2024-10-08,SKU-025,15.0,1365.75,91.05,0
2025-10-21,SKU-038,3.0,249.36,83.12,0
2026-01-19,SKU-030,1.0,35.99,35.99,0
2025-10-04,SKU-045,2.0,360.12,180.06,0
2026-05-01,SKU-046,2.0,181.58,90.79,0
2025-06-14,SKU-015,3.0,174.09,58.03,0
2025-10-04,SKU-016,10.0,281.5,28.15,0
2025-03-23,SKU-003,8.0,2143.6,267.95,0
2026-07-27,SKU-010,6.0,3553.44,592.24,0
2025-03-21,SKU-018,12.0,798.48,66.54,1
2026-05-22,SKU-034,15.0,601.2,40.08,0
2026-01-31,SKU-033,18.0,1198.08,66.56,0
2025-01-02,SKU-026,14.0,917.98,65.57,1
2024-12-11,SKU-060,3.0,580.89,193.63,0
2025-06-02,SKU-042,4.0,228.8,57.2,0
2024-01-02,SKU-032,21.0,1629.81,77.61,1
2025-09-15,SKU-043,18.0,2915.82,161.99,0
2024-05-01,SKU-033,9.0,599.04,66.56,0
2024-12-08,SKU-013,15.0,1196.85,79.79,0
2026-01-25,SKU-014,20.0,357.0,17.85,0
2025-06-14,SKU-052,10.0,2212.4,221.24,0
2024-04-05,SKU-047,2.0,92.6,46.3,0
2024-02-18,SKU-044,1.0,98.29,98.29,1
2026-02-07,SKU-026,8.0,594.16,74.27,0
2024-07-19,SKU-052,5.0,1106.2,221.24,0
2025-08-30,SKU-029,1.0,90.37,90.37,0
2025-08-02,SKU-027,2.0,69.22,34.61,0
2026-07-22,SKU-037,2.0,138.6,69.3,0
2024-06-08,SKU-020,3.0,205.71,68.57,0
2025-09-20,SKU-059,5.0,1105.3,221.06,0
2025-05-08,SKU-053,9.0,776.16,86.24,0
2024-08-28,SKU-028,1.0,26.65,26.65,0
2025-09-12,SKU-058,2.0,691.18,345.59,0
2025-07-04,SKU-026,11.0,660.77,60.07,1
2026-08-28,SKU-030,5.0,179.95,35.99,0
2025-08-16,SKU-020,8.0,415.76,51.97,1
2025-11-01,SKU-032,17.0,1593.07,93.71,0
2026-08-29,SKU-052,6.0,1327.44,221.24,0
2026-01-18,SKU-038,4.0,332.48,83.12,0
2025-12-23,SKU-032,34.0,2738.02,80.53,1
2026-02-25,SKU-004,3.0,1141.02,380.34,0
2026-05-29,SKU-027,1.0,30.93,30.93,1
2026-01-21,SKU-027,4.0,138.44,34.61,0
2025-11-01,SKU-039,1.0,76.54,76.54,0
2025-01-26,SKU-013,15.0,1196.85,79.79,0
2026-06-30,SKU-036,15.0,726.45,48.43,0
2025-07-11,SKU-013,13.0,1037.27,79.79,0
2026-08-11,SKU-038,2.0,124.9,62.45,1
2026-08-19,SKU-033,11.0,579.04,52.64,1
2024-07-19,SKU-015,5.0,290.15,58.03,0
2026-03-17,SKU-016,32.0,751.36,23.48,1
2025-01-24,SKU-053,9.0,776.16,86.24,0
2024-12-03,SKU-025,14.0,1274.7,91.05,0
2024-06-13,SKU-021,2.0,91.7,45.85,0
2026-04-26,SKU-043,10.0,1619.9,161.99,0
2026-07-14,SKU-012,3.0,687.6,229.2,0
2025-03-18,SKU-015,15.0,739.5,49.3,1
2025-02-27,SKU-025,9.0,819.45,91.05,0
2026-07-08,SKU-023,2.0,146.26,73.13,0
2024-07-08,SKU-040,3.0,131.25,43.75,0
2025-02-25,SKU-042,12.0,686.4,57.2,0
2025-09-26,SKU-048,7.0,1237.18,176.74,0
2024-07-08,SKU-060,18.0,3485.34,193.63,0
2026-01-12,SKU-039,1.0,76.54,76.54,0
2024-12-12,SKU-044,4.0,500.08,125.02,0
2026-05-18,SKU-016,12.0,337.8,28.15,0
2024-10-12,SKU-003,11.0,2344.76,213.16,1
2025-10-17,SKU-040,4.0,175.0,43.75,0
2026-08-11,SKU-001,2.0,292.98,146.49,1
2025-04-15,SKU-052,6.0,1327.44,221.24,0
2025-07-31,SKU-017,1.0,44.17,44.17,0
2025-01-12,SKU-028,1.0,26.65,26.65,0
2024-02-07,SKU-047,1.0,46.3,46.3,0
2026-02-11,SKU-003,12.0,3215.4,267.95,0
2026-04-26,SKU-042,9.0,514.8,57.2,0
2025-05-07,SKU-039,1.0,76.54,76.54,0
2026-05-10,SKU-054,1.0,217.3,217.3,0
2026-05-25,SKU-044,6.0,629.76,104.96,1
2024-09-21,SKU-015,7.0,406.21,58.03,0
2026-05-05,SKU-018,12.0,908.4,75.7,0
2026-03-26,SKU-007,7.0,2942.59,420.37,0
2025-03-05,SKU-027,1.0,34.61,34.61,0
2025-08-24,SKU-059,2.0,442.12,221.06,0
2024-08-19,SKU-018,12.0,752.64,62.72,1
2025-08-18,SKU-009,3.0,349.05,116.35,1
2026-08-12,SKU-026,13.0,735.28,56.56,1
2025-08-12,SKU-030,6.0,190.26,31.71,1
2025-06-04,SKU-051,8.0,472.32,59.04,0
2024-08-06,SKU-047,1.0,46.3,46.3,0
2024-12-30,SKU-046,3.0,272.37,90.79,0
2026-03-14,SKU-049,1.0,139.33,139.33,0
2026-06-25,SKU-028,2.0,53.3,26.65,0
2026-08-01,SKU-004,3.0,1141.02,380.34,0
2026-06-15,SKU-042,5.0,286.0,57.2,0
2024-04-07,SKU-037,4.0,277.2,69.3,0
2026-04-22,SKU-046,1.0,90.79,90.79,0
2024-08-18,SKU-042,12.0,577.92,48.16,1
2026-08-31,SKU-014,17.0,303.45,17.85,0
2025-05-28,SKU-026,0.0,688.93,62.63,1
2025-12-17,SKU-046,4.0,290.96,72.74,1
2025-02-22,SKU-026,8.0,594.16,74.27,0
2026-07-28,SKU-059,6.0,1326.36,221.06,0
2026-08-15,SKU-041,1.0,46.92,46.92,1
2025-07-29,SKU-013,13.0,1037.27,79.79,0
2026-01-22,SKU-016,11.0,309.65,28.15,0
2025-05-19,SKU-054,1.0,217.3,217.3,0
2024-01-21,SKU-038,1.0,83.12,83.12,0
2025-04-02,SKU-058,2.0,691.18,345.59,0
2026-07-22,SKU-052,8.0,1769.92,221.24,0
2026-04-26,SKU-048,8.0,1413.92,176.74,0
2024-12-07,SKU-006,14.0,2020.76,144.34,0
2024-03-22,SKU-006,16.0,2309.44,144.34,0
2024-01-09,SKU-027,1.0,34.61,34.61,0
2024-07-09,SKU-027,1.0,34.61,34.61,0
2024-09-29,SKU-025,13.0,1183.65,91.05,0
2025-09-01,SKU-060,21.0,3487.89,166.09,1
2025-04-20,SKU-025,13.0,1183.65,91.05,0
2025-02-12,SKU-035,2.0,78.04,39.02,0
2026-02-14,SKU-037,3.0,207.9,69.3,0
2024-06-13,SKU-007,14.0,5885.18,420.37,0
2025-12-29,SKU-034,19.0,761.52,40.08,0
2026-06-21,SKU-053,28.0,2414.72,86.24,0
2024-06-11,SKU-057,9.0,750.06,83.34,0
2024-11-02,SKU-048,5.0,883.7,176.74,0
2024-11-18,SKU-048,3.0,530.22,176.74,0
2024-09-18,SKU-057,3.0,250.02,83.34,0
2025-10-28,SKU-045,2.0,360.12,180.06,0
2026-02-06,SKU-056,4.0,865.0,216.25,0
2026-05-08,SKU-043,6.0,971.94,161.99,0
2024-10-02,SKU-003,6.0,1607.7,267.95,0
2025-05-15,SKU-051,3.0,177.12,59.04,0
2025-01-14,SKU-020,6.0,411.42,68.57,0
2024-05-04,SKU-003,5.0,1339.75,267.95,0
2025-07-26,SKU-060,25.0,4840.75,193.63,0
2024-12-14,SKU-057,1.0,83.34,83.34,0
2024-12-19,SKU-037,6.0,348.42,58.07,1
2026-08-14,SKU-017,3.0,106.98,35.66,1
2026-07-08,SKU-010,6.0,3553.44,592.24,0
2024-10-24,SKU-019,2.0,151.14,75.57,0
2026-06-30,SKU-047,1.0,46.3,46.3,0
2024-02-12,SKU-003,12.0,3215.4,267.95,0
2026-02-13,SKU-054,1.0,217.3,217.3,0
2026-04-21,SKU-004,3.0,1141.02,380.34,0
2025-04-11,SKU-038,1.0,83.12,83.12,0
2025-09-25,SKU-048,5.0,883.7,176.74,0
2025-04-05,SKU-020,7.0,479.99,68.57,0
2026-04-27,SKU-034,12.0,480.96,40.08,0
2024-09-03,SKU-037,5.0,346.5,69.3,0
2024-03-16,SKU-038,5.0,323.9,64.78,1
2026-02-12,SKU-023,0.0,0.0,73.13,0
2024-12-09,SKU-046,3.0,272.37,90.79,0
2025-08-23,SKU-018,5.0,378.5,75.7,0
2025-02-23,SKU-008,0.0,0.0,371.2,0
2026-06-03,SKU-052,8.0,1769.92,221.24,0
2024-06-17,SKU-015,6.0,348.18,58.03,0
2025-11-12,SKU-020,11.0,754.27,68.57,0
2024-12-08,SKU-052,3.0,663.72,221.24,0
2025-09-01,SKU-059,13.0,2330.25,179.25,1
2026-05-14,SKU-031,10.0,1424.8,142.48,0
2026-07-09,SKU-054,2.0,434.6,217.3,0
2025-08-08,SKU-024,1.0,29.18,29.18,0
2025-12-04,SKU-040,5.0,218.75,43.75,0
2024-01-17,SKU-047,4.0,185.2,46.3,0
2024-10-26,SKU-026,7.0,519.89,74.27,0
2025-02-07,SKU-041,0.0,0.0,59.71,0
2025-07-08,SKU-052,8.0,1769.92,221.24,0
2025-08-10,SKU-049,1.0,119.26,119.26,1
2026-07-01,SKU-051,9.0,459.99,51.11,1
2024-03-07,SKU-020,6.0,411.42,68.57,0
2026-07-03,SKU-019,4.0,235.44,58.86,1
2026-05-25,SKU-045,1.0,151.58,151.58,1
2025-10-23,SKU-032,17.0,1593.07,93.71,0
2025-07-03,SKU-033,23.0,1347.8,58.6,1
2026-04-23,SKU-018,3.0,227.1,75.7,0
2024-01-20,SKU-014,14.0,249.9,17.85,0
2025-12-30,SKU-047,2.0,92.6,46.3,0
2024-05-18,SKU-058,1.0,345.59,345.59,0
2025-07-09,SKU-021,2.0,91.7,45.85,0
2025-04-29,SKU-025,12.0,1092.6,91.05,0
2024-11-23,SKU-049,1.0,108.71,108.71,1
2025-08-04,SKU-012,5.0,1146.0,229.2,0
2025-10-05,SKU-002,4.0,737.44,184.36,0
2025-05-23,SKU-030,1.0,28.82,28.82,1
2025-10-26,SKU-037,2.0,138.6,69.3,0
2024-07-13,SKU-040,3.0,131.25,43.75,0
2026-05-15,SKU-010,6.0,3553.44,592.24,0
2025-08-28,SKU-014,17.0,303.45,17.85,0
2025-08-16,SKU-059,14.0,2476.18,176.87,1
2026-02-15,SKU-012,5.0,1146.0,229.2,0
2024-08-07,SKU-032,12.0,1124.52,93.71,0
2025-01-21,SKU-027,2.0,69.22,34.61,0
2025-01-24,SKU-007,12.0,5044.44,420.37,0
2024-01-04,SKU-019,4.0,302.28,75.57,0
2025-01-24,SKU-060,3.0,580.89,193.63,0
2025-01-26,SKU-042,13.0,743.6,57.2,0
2024-05-10,SKU-008,1.0,371.2,371.2,0
2025-09-05,SKU-018,12.0,690.12,57.51,1
2025-06-25,SKU-054,3.0,651.9,217.3,0
2025-10-11,SKU-029,2.0,142.7,71.35,1
2025-01-02,SKU-036,18.0,721.8,40.1,1
2024-02-09,SKU-047,2.0,92.6,46.3,0
2025-11-14,SKU-023,2.0,146.26,73.13,0
2024-09-08,SKU-006,15.0,1828.2,121.88,1
2024-12-06,SKU-038,6.0,498.72,83.12,0
2025-04-30,SKU-034,15.0,601.2,40.08,0
2025-05-19,SKU-026,9.0,668.43,74.27,0
2025-06-25,SKU-036,15.0,726.45,48.43,0
2025-01-13,SKU-015,6.0,348.18,58.03,0
2024-04-04,SKU-051,5.0,295.2,59.04,0
2026-04-12,SKU-012,4.0,916.8,229.2,0
2024-10-28,SKU-038,2.0,166.24,83.12,0
2025-11-03,SKU-020,7.0,479.99,68.57,0
2024-06-17,SKU-033,13.0,865.28,66.56,0
2024-11-22,SKU-014,14.0,249.9,17.85,0
2024-08-29,SKU-028,1.0,26.65,26.65,0
2026-03-29,SKU-044,2.0,250.04,125.02,0
2024-02-20,SKU-037,2.0,138.6,69.3,0
2025-09-11,SKU-040,1.0,43.75,43.75,0
2025-07-04,SKU-001,2.0,306.6,153.3,1
2024-07-05,SKU-036,17.0,623.56,36.68,1
2026-02-25,SKU-009,1.0,148.6,148.6,0
2024-01-24,SKU-048,2.0,353.48,176.74,0
2026-08-24,SKU-013,20.0,1595.8,79.79,0
2025-12-05,SKU-018,14.0,1059.8,75.7,0
2026-04-07,SKU-044,1.0,125.02,125.02,0
2026-04-15,SKU-022,18.0,1143.36,63.52,0
2025-02-28,SKU-043,10.0,1619.9,161.99,0
2026-04-18,SKU-002,3.0,553.08,184.36,0
2026-07-10,SKU-015,8.0,464.24,58.03,0
2026-08-03,SKU-028,2.0,53.3,26.65,0
2025-04-29,SKU-033,11.0,732.16,66.56,0
2024-12-16,SKU-020,17.0,950.3,55.9,1
2025-06-09,SKU-001,2.0,370.06,185.03,0
2025-07-29,SKU-044,3.0,375.06,125.02,0
2024-07-06,SKU-051,11.0,556.16,50.56,1
2024-01-16,SKU-001,4.0,740.12,185.03,0
2025-09-28,SKU-026,13.0,965.51,74.27,0
2026-07-06,SKU-057,6.0,437.34,72.89,1
2026-03-04,SKU-037,6.0,415.8,69.3,0
2026-06-05,SKU-027,3.0,103.83,34.61,0
2024-01-20,SKU-005,1.0,490.6,490.6,0
2025-12-28,SKU-013,17.0,1356.43,79.79,0
2025-09-19,SKU-059,2.0,442.12,221.06,0
2025-09-23,SKU-004,4.0,1521.36,380.34,0
2025-08-21,SKU-037,8.0,554.4,69.3,0
2024-08-05,SKU-024,2.0,58.36,29.18,0
2025-03-19,SKU-023,1.0,56.64,56.64,1
2026-01-21,SKU-010,4.0,2368.96,592.24,0
2025-04-25,SKU-040,2.0,87.5,43.75,0
2024-08-28,SKU-020,6.0,411.42,68.57,0
2024-04-15,SKU-005,4.0,1962.4,490.6,0
2026-03-04,SKU-036,6.0,290.58,48.43,0
2026-05-13,SKU-026,8.0,594.16,74.27,0
2026-06-18,SKU-053,27.0,2328.48,86.24,0
2024-06-28,SKU-016,12.0,337.8,28.15,0
2026-07-07,SKU-054,3.0,571.35,190.45,1
2025-01-20,SKU-056,1.0,216.25,216.25,0
2024-06-21,SKU-053,16.0,1379.84,86.24,0
2025-02-06,SKU-026,7.0,519.89,74.27,0
2026-08-18,SKU-010,10.0,5263.099999999999,526.31,1
2025-03-18,SKU-003,14.0,3121.58,222.97,1
2025-10-22,SKU-003,9.0,2411.55,267.95,0
2024-08-16,SKU-003,12.0,2552.28,212.69,1
2026-05-28,SKU-002,3.0,553.08,184.36,0
2026-04-15,SKU-023,2.0,146.26,73.13,0
2026-02-21,SKU-052,6.0,1327.44,221.24,0
2025-08-02,SKU-038,2.0,166.24,83.12,0
2025-11-09,SKU-049,1.0,139.33,139.33,0
2025-03-14,SKU-033,12.0,798.72,66.56,0
2025-02-13,SKU-012,3.0,687.6,229.2,0
2025-12-11,SKU-030,2.0,71.98,35.99,0
2025-06-27,SKU-039,0.0,0.0,76.54,0
2025-08-16,SKU-026,18.0,1021.14,56.73,1
2025-11-20,SKU-058,2.0,691.18,345.59,0
2024-02-16,SKU-045,3.0,478.92,159.64,1
2025-02-16,SKU-005,1.0,490.6,490.6,0
2026-01-27,SKU-038,4.0,332.48,83.12,0
2024-08-22,SKU-020,6.0,411.42,68.57,0
2025-12-04,SKU-051,3.0,177.12,59.04,0
2026-07-29,SKU-011,2.0,441.68,220.84,0
2025-06-27,SKU-042,8.0,457.6,57.2,0
2024-08-19,SKU-006,13.0,1628.12,125.24,1
2025-05-15,SKU-022,12.0,762.24,63.52,0
2026-05-14,SKU-034,14.0,561.12,40.08,0
2025-02-16,SKU-007,9.0,3783.33,420.37,0
2026-08-19,SKU-007,7.0,2507.26,358.18,1
2026-08-04,SKU-020,5.0,342.85,68.57,0
2025-06-10,SKU-014,7.0,124.95,17.85,0
2025-11-28,SKU-056,1.0,192.54,192.54,1
2026-07-12,SKU-057,4.0,333.36,83.34,0
2025-10-27,SKU-022,10.0,635.2,63.52,0
2024-02-15,SKU-008,1.0,371.2,371.2,0
2024-12-11,SKU-056,1.0,216.25,216.25,0
2025-11-28,SKU-045,2.0,313.2,156.6,1
2025-09-11,SKU-035,2.0,78.04,39.02,0
2025-04-30,SKU-019,0.0,302.28,75.57,0
2026-07-30,SKU-036,17.0,823.31,48.43,0
2024-09-26,SKU-026,4.0,297.08,74.27,0
2025-05-25,SKU-059,2.0,442.12,221.06,0
2025-08-12,SKU-043,26.0,3756.48,144.48,1
2025-01-03,SKU-042,18.0,788.04,43.78,1
2025-01-24,SKU-042,12.0,686.4,57.2,0
2026-08-11,SKU-030,5.0,140.05,28.01,1
2026-07-23,SKU-019,3.0,226.71,75.57,0
2024-12-02,SKU-049,2.0,278.66,139.33,0
2026-03-04,SKU-052,5.0,1106.2,221.24,0
2026-06-15,SKU-009,2.0,297.2,148.6,0
2026-01-28,SKU-015,6.0,348.18,58.03,0
2025-03-06,SKU-043,10.0,1619.9,161.99,0
2025-08-12,SKU-025,11.0,759.33,69.03,1
2024-07-15,SKU-015,9.0,522.27,58.03,0
2026-07-10,SKU-023,5.0,365.65,73.13,0
2024-01-04,SKU-037,2.0,138.6,69.3,0
2025-01-09,SKU-045,5.0,900.3,180.06,0
2024-02-29,SKU-025,8.0,728.4,91.05,0
2024-03-11,SKU-024,4.0,116.72,29.18,0
2026-01-30,SKU-002,5.0,921.8,184.36,0
2025-03-06,SKU-038,3.0,249.36,83.12,0
2024-12-16,SKU-040,7.0,234.15,33.45,1
2024-04-21,SKU-053,13.0,1121.12,86.24,0
2024-04-15,SKU-044,1.0,125.02,125.02,0
2024-08-03,SKU-060,16.0,3098.08,193.63,0
2025-03-30,SKU-014,12.0,214.2,17.85,0
2026-05-23,SKU-044,2.0,250.04,125.02,0
2025-03-15,SKU-003,14.0,3339.14,238.51,1
2026-02-20,SKU-028,2.0,53.3,26.65,0
2024-07-20,SKU-056,2.0,432.5,216.25,0
2025-04-05,SKU-045,1.0,180.06,180.06,0
2025-08-17,SKU-022,18.0,877.68,48.76,1
2026-04-07,SKU-032,11.0,1030.81,93.71,0
2024-09-09,SKU-046,2.0,159.34,79.67,1
2024-01-27,SKU-026,6.0,445.62,74.27,0
2024-07-05,SKU-003,12.0,2881.2,240.1,1
2025-11-29,SKU-015,8.0,365.84,45.73,1
2024-06-19,SKU-003,2.0,535.9,267.95,0
2026-05-25,SKU-020,17.0,978.86,57.58,1
2026-03-04,SKU-003,11.0,2947.45,267.95,0
2024-10-19,SKU-048,6.0,1060.44,176.74,0
2025-01-30,SKU-059,1.0,221.06,221.06,0
2025-08-30,SKU-060,16.0,3098.08,193.63,0
2025-02-11,SKU-024,2.0,58.36,29.18,0
2024-03-24,SKU-060,13.0,2517.19,193.63,0
2026-06-24,SKU-052,7.0,1548.68,221.24,0
2024-07-26,SKU-010,3.0,1776.72,592.24,0
2025-01-18,SKU-001,4.0,740.12,185.03,0
2024-05-03,SKU-020,6.0,411.42,68.57,0
2026-02-17,SKU-059,4.0,884.24,221.06,0
2025-12-15,SKU-037,6.0,320.82,53.47,1
2024-08-15,SKU-024,5.0,127.65,25.53,1
2025-07-14,SKU-023,2.0,146.26,73.13,0
2024-10-17,SKU-025,12.0,1092.6,91.05,0
2026-06-10,SKU-022,7.0,444.64,63.52,0
2025-03-10,SKU-034,14.0,561.12,40.08,0
2024-06-28,SKU-020,8.0,548.56,68.57,0
2024-05-01,SKU-034,13.0,521.04,40.08,0
2025-05-10,SKU-008,0.0,0.0,371.2,0
2026-06-28,SKU-055,1.0,188.97,188.97,0
2026-08-14,SKU-042,12.0,602.88,50.24,1
2026-02-09,SKU-027,2.0,69.22,34.61,0
2024-07-30,SKU-024,3.0,87.54,29.18,0
2024-01-22,SKU-027,4.0,138.44,34.61,0
2026-03-23,SKU-006,11.0,1587.74,144.34,0
2026-08-18,SKU-053,40.0,2624.0,65.6,1
2025-02-06,SKU-032,20.0,1874.2,93.71,0
2026-07-09,SKU-020,6.0,411.42,68.57,0
2024-11-18,SKU-021,1.0,45.85,45.85,0
2026-04-27,SKU-012,1.0,229.2,229.2,0
2026-07-12,SKU-059,6.0,1326.36,221.06,0
2024-11-23,SKU-028,3.0,68.13,22.71,1
2025-11-24,SKU-027,9.0,274.41,30.49,1
2025-02-23,SKU-040,1.0,43.75,43.75,0
2026-05-08,SKU-034,18.0,721.44,40.08,0
2024-09-08,SKU-034,27.0,949.05,35.15,1
2025-02-08,SKU-038,6.0,498.72,83.12,0
2025-04-24,SKU-030,2.0,71.98,35.99,0
2025-03-08,SKU-032,18.0,1686.78,93.71,0
2026-04-12,SKU-053,7.0,603.68,86.24,0
2024-10-21,SKU-057,3.0,250.02,83.34,0
2024-06-17,SKU-020,6.0,411.42,68.57,0
2025-10-17,SKU-004,5.0,1901.7,380.34,0
2026-07-26,SKU-052,12.0,2654.88,221.24,0
2024-12-28,SKU-033,12.0,798.72,66.56,0
2025-07-20,SKU-060,18.0,3485.34,193.63,0
