date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2024-11-04,SKU-043,45.0,96,15,179
2024-11-04,SKU-044,12.0,69,18,49
2024-11-04,SKU-045,45.0,0,24,30
2024-11-04,SKU-046,39.0,0,17,25
2024-11-04,SKU-047,19.0,134,27,25
2024-11-04,SKU-048,103.0,107,24,107
2024-11-04,SKU-049,80.0,0,19,13
2024-11-04,SKU-051,64.0,0,20,60
2024-11-04,SKU-052,39.0,67,23,134
2024-11-04,SKU-053,0.0,79,23,296
2024-11-04,SKU-056,105.0,0,29,26
2024-11-04,SKU-057,137.0,0,31,82
2024-11-04,SKU-058,78.0,0,25,70
2024-11-04,SKU-059,159.0,0,21,105
2024-11-04,SKU-060,150.0,70,15,177
2024-11-11,SKU-001,122.0,0,21,55
2024-11-11,SKU-003,138.0,72,25,161
2024-11-11,SKU-004,26.0,78,29,69
2024-11-11,SKU-005,117.0,0,24,51
2024-11-11,SKU-006,0.0,149,28,307
2024-11-11,SKU-007,35.0,68,38,276
2024-11-11,SKU-008,63.0,0,31,37
2024-11-11,SKU-010,108.0,73,27,121
2024-11-11,SKU-011,102.0,0,25,27
2024-11-11,SKU-012,129.0,0,41,103
2024-11-11,SKU-013,0.0,97,14,181
2024-11-11,SKU-014,69.0,81,7,94
2024-11-11,SKU-015,72.0,0,11,72
2024-11-11,SKU-016,202.0,0,11,151
2024-11-11,SKU-018,72.0,139,8,75
2024-11-11,SKU-019,131.0,0,8,25
2024-11-11,SKU-020,153.0,0,12,100
2024-11-11,SKU-021,85.0,0,14,28
2024-11-11,SKU-024,87.0,0,11,44
2024-11-11,SKU-025,215.0,0,12,131
2024-11-11,SKU-026,77.0,0,10,76
2024-11-11,SKU-027,96.0,0,7,31
2024-11-11,SKU-028,3.0,63,17,16
2024-11-11,SKU-031,188.0,0,12,134
2024-11-11,SKU-032,0.0,97,19,264
2024-11-11,SKU-033,98.0,67,18,208
2024-11-11,SKU-034,111.0,101,13,208
2024-11-11,SKU-036,100.0,54,17,190
2024-11-11,SKU-037,59.0,0,16,54
2024-11-11,SKU-038,94.0,0,19,57
2024-11-11,SKU-040,51.0,0,15,22
2024-11-11,SKU-041,53.0,0,26,8
2024-11-11,SKU-042,28.0,142,18,162
2024-11-11,SKU-043,0.0,96,15,179
2024-11-11,SKU-044,63.0,0,18,49
2024-11-11,SKU-045,43.0,0,24,30
2024-11-11,SKU-046,30.0,0,17,25
2024-11-11,SKU-047,15.0,134,27,25
2024-11-11,SKU-048,78.0,107,24,107
2024-11-11,SKU-049,78.0,0,19,13
2024-11-11,SKU-051,54.0,61,20,60
2024-11-11,SKU-052,,67,23,134
2024-11-11,SKU-053,0.0,79,23,296
2024-11-11,SKU-056,99.0,0,29,26
2024-11-11,SKU-057,119.0,0,31,82
2024-11-11,SKU-058,59.0,108,25,70
2024-11-11,SKU-059,140.0,0,21,105
2024-11-11,SKU-060,90.0,70,15,177
2024-11-18,SKU-001,116.0,0,21,55
2024-11-18,SKU-003,108.0,72,25,161
2024-11-18,SKU-004,91.0,0,29,69
2024-11-18,SKU-005,104.0,0,24,51
2024-11-18,SKU-006,0.0,149,28,307
2024-11-18,SKU-007,0.0,68,38,276
2024-11-18,SKU-008,52.0,0,31,37
2024-11-18,SKU-010,82.0,73,27,121
2024-11-18,SKU-011,94.0,0,25,27
2024-11-18,SKU-012,121.0,0,41,103
2024-11-18,SKU-013,34.0,95,14,181
2024-11-18,SKU-014,92.0,86,7,94
2024-11-18,SKU-015,31.0,68,11,72
2024-11-18,SKU-016,148.0,100,11,151
2024-11-18,SKU-018,163.0,0,8,75
2024-11-18,SKU-019,115.0,0,8,25
2024-11-18,SKU-020,109.0,0,12,100
2024-11-18,SKU-021,78.0,0,14,28
2024-11-18,SKU-024,61.0,0,11,44
2024-11-18,SKU-025,166.0,0,12,131
2024-11-18,SKU-026,43.0,129,10,76
2024-11-18,SKU-027,69.0,0,7,31
2024-11-18,SKU-028,62.0,0,17,16
2024-11-18,SKU-031,143.0,0,12,134
2024-11-18,SKU-032,34.0,143,19,264
2024-11-18,SKU-033,30.0,67,18,208
2024-11-18,SKU-034,134.0,140,13,208
2024-11-18,SKU-036,34.0,54,17,190
2024-11-18,SKU-037,50.0,117,16,54
2024-11-18,SKU-038,78.0,0,19,57
2024-11-18,SKU-040,43.0,0,15,22
2024-11-18,SKU-041,52.0,0,26,8
2024-11-18,SKU-042,126.0,116,18,162
2024-11-18,SKU-043,41.0,149,15,179
2024-11-18,SKU-044,57.0,0,18,49
2024-11-18,SKU-045,35.0,0,24,30
2024-11-18,SKU-046,24.0,76,17,25
2024-11-18,SKU-047,146.0,0,27,25
2024-11-18,SKU-048,65.0,107,24,107
2024-11-18,SKU-049,73.0,0,19,13
2024-11-18,SKU-051,38.0,61,20,60
2024-11-18,SKU-052,42.0,71,23,134
2024-11-18,SKU-053,0.0,79,23,296
2024-11-18,SKU-056,93.0,0,29,26
2024-11-18,SKU-057,101.0,0,31,82
2024-11-18,SKU-058,51.0,108,25,70
2024-11-18,SKU-059,119.0,0,21,105
2024-11-18,SKU-060,94.0,57,15,177
2024-11-25,SKU-001,104.0,0,21,55
2024-11-25,SKU-003,,72,25,161
2024-11-25,SKU-004,80.0,0,29,69
2024-11-25,SKU-005,93.0,0,24,51
2024-11-25,SKU-006,95.0,128,28,307
2024-11-25,SKU-007,0.0,68,38,276
2024-11-25,SKU-008,45.0,0,31,37
2024-11-25,SKU-010,63.0,73,27,121
2024-11-25,SKU-011,89.0,0,25,27
2024-11-25,SKU-012,115.0,0,41,103
2024-11-25,SKU-013,0.0,95,14,181
2024-11-25,SKU-014,120.0,0,7,94
2024-11-25,SKU-015,73.0,0,11,72
2024-11-25,SKU-016,183.0,0,11,151
2024-11-25,SKU-018,112.0,0,8,75
2024-11-25,SKU-019,,0,8,25
2024-11-25,SKU-020,68.0,123,12,100
2024-11-25,SKU-021,71.0,0,14,28
2024-11-25,SKU-024,43.0,130,11,44
2024-11-25,SKU-025,110.0,60,12,131
2024-11-25,SKU-026,138.0,0,10,76
2024-11-25,SKU-027,43.0,0,7,31
2024-11-25,SKU-028,55.0,0,17,16
2024-11-25,SKU-031,87.0,67,12,134
2024-11-25,SKU-032,0.0,143,19,264
2024-11-25,SKU-033,45.0,84,18,208
2024-11-25,SKU-034,191.0,69,13,208
2024-11-25,SKU-036,34.0,76,17,190
2024-11-25,SKU-037,34.0,117,16,54
2024-11-25,SKU-038,62.0,0,19,57
2024-11-25,SKU-040,38.0,0,15,22
2024-11-25,SKU-041,50.0,0,26,8
2024-11-25,SKU-042,83.0,116,18,162
2024-11-25,SKU-043,0.0,149,15,179
2024-11-25,SKU-044,46.0,89,18,49
2024-11-25,SKU-045,32.0,0,24,30
2024-11-25,SKU-046,13.0,76,17,25
2024-11-25,SKU-047,138.0,0,27,25
2024-11-25,SKU-048,155.0,0,24,107
2024-11-25,SKU-049,72.0,0,19,13
2024-11-25,SKU-051,89.0,0,20,60
2024-11-25,SKU-052,21.0,71,23,134
2024-11-25,SKU-053,21.0,120,23,296
2024-11-25,SKU-056,91.0,0,29,26
2024-11-25,SKU-057,93.0,0,31,82
2024-11-25,SKU-058,43.0,108,25,70
2024-11-25,SKU-059,95.0,74,21,105
2024-11-25,SKU-060,34.0,57,15,177
2024-12-02,SKU-001,92.0,0,21,55
2024-12-02,SKU-003,116.0,133,25,161
2024-12-02,SKU-004,67.0,129,29,69
2024-12-02,SKU-005,85.0,0,24,51
2024-12-02,SKU-006,41.0,128,28,307
2024-12-02,SKU-007,0.0,68,38,276
2024-12-02,SKU-008,40.0,0,31,37
2024-12-02,SKU-010,118.0,132,27,121
2024-12-02,SKU-011,78.0,0,25,27
2024-12-02,SKU-012,,0,41,103
2024-12-02,SKU-013,32.0,146,14,181
2024-12-02,SKU-014,63.0,54,7,94
2024-12-02,SKU-015,46.0,142,11,72
2024-12-02,SKU-016,109.0,103,11,151
2024-12-02,SKU-018,70.0,60,8,75
2024-12-02,SKU-019,95.0,0,8,25
2024-12-02,SKU-020,156.0,0,12,100
2024-12-02,SKU-021,64.0,0,14,28
2024-12-02,SKU-024,146.0,0,11,44
2024-12-02,SKU-025,126.0,140,12,131
2024-12-02,SKU-026,109.0,0,10,76
2024-12-02,SKU-027,20.0,116,7,31
2024-12-02,SKU-028,51.0,0,17,16
2024-12-02,SKU-031,109.0,84,12,134
2024-12-02,SKU-032,73.0,148,19,264
2024-12-02,SKU-033,0.0,84,18,208
2024-12-02,SKU-034,191.0,92,13,208
2024-12-02,SKU-036,0.0,76,17,190
2024-12-02,SKU-037,135.0,0,16,54
2024-12-02,SKU-038,42.0,101,19,57
2024-12-02,SKU-040,25.0,0,15,22
2024-12-02,SKU-041,49.0,0,26,8
2024-12-02,SKU-042,167.0,0,18,162
2024-12-02,SKU-043,96.0,139,15,179
2024-12-02,SKU-044,32.0,89,18,49
2024-12-02,SKU-045,27.0,140,24,30
2024-12-02,SKU-046,78.0,0,17,25
2024-12-02,SKU-047,135.0,0,27,25
2024-12-02,SKU-048,114.0,0,24,107
2024-12-02,SKU-049,68.0,0,19,13
2024-12-02,SKU-051,,0,20,60
2024-12-02,SKU-052,4.0,71,23,134
2024-12-02,SKU-053,0.0,120,23,296
2024-12-02,SKU-056,89.0,0,29,26
2024-12-02,SKU-057,82.0,0,31,82
2024-12-02,SKU-058,135.0,0,25,70
2024-12-02,SKU-059,65.0,74,21,105
2024-12-02,SKU-060,32.0,111,15,177
2024-12-09,SKU-001,79.0,0,21,55
2024-12-09,SKU-003,82.0,133,25,161
2024-12-09,SKU-004,54.0,129,29,69
2024-12-09,SKU-005,79.0,0,24,51
2024-12-09,SKU-006,0.0,128,28,307
2024-12-09,SKU-007,0.0,68,38,276
2024-12-09,SKU-008,37.0,0,31,37
2024-12-09,SKU-010,93.0,132,27,121
2024-12-09,SKU-011,70.0,0,25,27
2024-12-09,SKU-012,90.0,68,41,103
2024-12-09,SKU-013,0.0,146,14,181
2024-12-09,SKU-014,47.0,106,7,94
2024-12-09,SKU-015,161.0,0,11,72
2024-12-09,SKU-016,150.0,115,11,151
2024-12-09,SKU-018,89.0,0,8,75
2024-12-09,SKU-019,73.0,0,8,25
2024-12-09,SKU-020,118.0,0,12,100
2024-12-09,SKU-021,55.0,0,14,28
2024-12-09,SKU-024,129.0,0,11,44
2024-12-09,SKU-025,216.0,0,12,131
2024-12-09,SKU-026,73.0,94,10,76
2024-12-09,SKU-027,117.0,0,7,31
2024-12-09,SKU-028,48.0,0,17,16
2024-12-09,SKU-031,139.0,0,12,134
2024-12-09,SKU-032,0.0,148,19,264
2024-12-09,SKU-033,35.0,111,18,208
2024-12-09,SKU-034,209.0,0,13,208
2024-12-09,SKU-036,20.0,75,17,190
2024-12-09,SKU-037,122.0,0,16,54
2024-12-09,SKU-038,23.0,101,19,57
2024-12-09,SKU-040,19.0,52,15,22
2024-12-09,SKU-041,48.0,0,26,8
2024-12-09,SKU-042,131.0,67,18,162
2024-12-09,SKU-043,33.0,139,15,179
2024-12-09,SKU-044,112.0,0,18,49
2024-12-09,SKU-045,20.0,140,24,30
2024-12-09,SKU-046,72.0,0,17,25
2024-12-09,SKU-047,125.0,0,27,25
2024-12-09,SKU-048,80.0,140,24,107
2024-12-09,SKU-049,64.0,0,19,13
2024-12-09,SKU-051,57.0,141,20,60
2024-12-09,SKU-052,55.0,76,23,134
2024-12-09,SKU-053,0.0,120,23,296
2024-12-09,SKU-056,82.0,0,29,26
2024-12-09,SKU-057,67.0,134,31,82
2024-12-09,SKU-058,118.0,0,25,70
2024-12-09,SKU-059,41.0,74,21,105
2024-12-09,SKU-060,0.0,111,15,177
2024-12-16,SKU-001,70.0,0,21,55
2024-12-16,SKU-003,57.0,133,25,161
2024-12-16,SKU-004,48.0,129,29,69
2024-12-16,SKU-005,66.0,0,24,51
2024-12-16,SKU-006,0.0,128,28,307
2024-12-16,SKU-007,31.0,145,38,276
2024-12-16,SKU-008,30.0,125,31,37
2024-12-16,SKU-010,66.0,132,27,121
2024-12-16,SKU-011,67.0,0,25,27
2024-12-16,SKU-012,76.0,68,41,103
2024-12-16,SKU-013,90.0,87,14,181
2024-12-16,SKU-014,85.0,121,7,94
2024-12-16,SKU-015,122.0,0,11,72
2024-12-16,SKU-016,,0,11,151
2024-12-16,SKU-018,44.0,87,8,75
2024-12-16,SKU-019,60.0,0,8,25
2024-12-16,SKU-020,83.0,111,12,100
2024-12-16,SKU-021,50.0,0,14,28
2024-12-16,SKU-024,110.0,0,11,44
2024-12-16,SKU-025,167.0,0,12,131
2024-12-16,SKU-026,141.0,0,10,76
2024-12-16,SKU-027,,0,7,31
2024-12-16,SKU-028,45.0,0,17,16
2024-12-16,SKU-031,84.0,139,12,134
2024-12-16,SKU-032,92.0,106,19,264
2024-12-16,SKU-033,0.0,111,18,208
2024-12-16,SKU-034,137.0,60,13,208
2024-12-16,SKU-036,0.0,75,17,190
2024-12-16,SKU-037,104.0,0,16,54
2024-12-16,SKU-038,119.0,0,19,57
2024-12-16,SKU-040,6.0,52,15,22
2024-12-16,SKU-041,48.0,0,26,8
2024-12-16,SKU-042,84.0,67,18,162
2024-12-16,SKU-043,118.0,84,15,179
2024-12-16,SKU-044,101.0,0,18,49
2024-12-16,SKU-045,14.0,140,24,30
2024-12-16,SKU-046,71.0,0,17,25
2024-12-16,SKU-047,120.0,0,27,25
2024-12-16,SKU-048,57.0,140,24,107
2024-12-16,SKU-049,62.0,0,19,13
2024-12-16,SKU-051,40.0,141,20,60
2024-12-16,SKU-052,31.0,76,23,134
2024-12-16,SKU-053,52.0,100,23,296
2024-12-16,SKU-056,78.0,0,29,26
2024-12-16,SKU-057,50.0,134,31,82
2024-12-16,SKU-058,107.0,0,25,70
2024-12-16,SKU-059,95.0,110,21,105
2024-12-16,SKU-060,57.0,79,15,177
2024-12-23,SKU-001,59.0,0,21,55
2024-12-23,SKU-003,163.0,0,25,161
2024-12-23,SKU-004,33.0,129,29,69
2024-12-23,SKU-005,54.0,0,24,51
2024-12-23,SKU-006,76.0,76,28,307
2024-12-23,SKU-007,0.0,145,38,276
2024-12-23,SKU-008,23.0,125,31,37
2024-12-23,SKU-010,182.0,0,27,121
2024-12-23,SKU-011,63.0,0,25,27
2024-12-23,SKU-012,59.0,68,41,103
2024-12-23,SKU-013,26.0,87,14,181
2024-12-23,SKU-014,137.0,0,7,94
2024-12-23,SKU-015,85.0,0,11,72
2024-12-23,SKU-016,140.0,132,11,151
2024-12-23,SKU-018,85.0,0,8,75
2024-12-23,SKU-019,50.0,0,8,25
2024-12-23,SKU-020,153.0,0,12,100
2024-12-23,SKU-021,39.0,0,14,28
2024-12-23,SKU-024,84.0,0,11,44
2024-12-23,SKU-025,128.0,125,12,131
2024-12-23,SKU-026,112.0,0,10,76
2024-12-23,SKU-027,71.0,0,7,31
2024-12-23,SKU-028,42.0,0,17,16
2024-12-23,SKU-031,173.0,0,12,134
2024-12-23,SKU-032,23.0,106,19,264
2024-12-23,SKU-033,50.0,142,18,208
2024-12-23,SKU-034,119.0,142,13,208
2024-12-23,SKU-036,17.0,56,17,190
2024-12-23,SKU-037,89.0,0,16,54
2024-12-23,SKU-038,104.0,0,19,57
2024-12-23,SKU-040,56.0,0,15,22
2024-12-23,SKU-041,46.0,0,26,8
2024-12-23,SKU-042,101.0,129,18,162
2024-12-23,SKU-043,59.0,84,15,179
2024-12-23,SKU-044,90.0,0,18,49
2024-12-23,SKU-045,147.0,0,24,30
2024-12-23,SKU-046,60.0,0,17,25
2024-12-23,SKU-047,115.0,0,27,25
2024-12-23,SKU-048,30.0,140,24,107
2024-12-23,SKU-049,58.0,0,19,13
2024-12-23,SKU-051,166.0,0,20,60
2024-12-23,SKU-052,0.0,76,23,134
2024-12-23,SKU-053,0.0,100,23,296
2024-12-23,SKU-056,75.0,0,29,26
2024-12-23,SKU-057,44.0,134,31,82
2024-12-23,SKU-058,95.0,0,25,70
2024-12-23,SKU-059,75.0,110,21,105
2024-12-23,SKU-060,3.0,79,15,177
2024-12-30,SKU-001,47.0,69,21,55
2024-12-30,SKU-003,128.0,65,25,161
2024-12-30,SKU-004,148.0,0,29,69
2024-12-30,SKU-005,39.0,81,24,51
2024-12-30,SKU-006,24.0,76,28,307
2024-12-30,SKU-007,0.0,145,38,276
2024-12-30,SKU-008,17.0,125,31,37
2024-12-30,SKU-010,156.0,0,27,121
2024-12-30,SKU-011,60.0,0,25,27
2024-12-30,SKU-012,46.0,68,41,103
2024-12-30,SKU-013,56.0,145,14,181
2024-12-30,SKU-014,82.0,106,7,94
2024-12-30,SKU-015,46.0,55,11,72
2024-12-30,SKU-016,205.0,0,11,151
2024-12-30,SKU-018,47.0,64,8,75
2024-12-30,SKU-019,35.0,0,8,25
2024-12-30,SKU-020,115.0,0,12,100
2024-12-30,SKU-021,30.0,0,14,28
2024-12-30,SKU-024,70.0,0,11,44
2024-12-30,SKU-025,196.0,0,12,131
2024-12-30,SKU-026,64.0,116,10,76
2024-12-30,SKU-027,53.0,0,7,31
2024-12-30,SKU-028,39.0,0,17,16
2024-12-30,SKU-029,182.0,0,13,22
2024-12-30,SKU-031,129.0,77,12,134
2024-12-30,SKU-032,66.0,70,19,264
2024-12-30,SKU-033,0.0,142,18,208
2024-12-30,SKU-034,189.0,112,13,208
2024-12-30,SKU-036,0.0,56,17,190
2024-12-30,SKU-037,75.0,0,16,54
2024-12-30,SKU-038,89.0,0,19,57
2024-12-30,SKU-040,51.0,0,15,22
2024-12-30,SKU-041,45.0,0,26,8
2024-12-30,SKU-042,57.0,129,18,162
2024-12-30,SKU-043,81.0,83,15,179
2024-12-30,SKU-044,78.0,0,18,49
2024-12-30,SKU-045,141.0,0,24,30
2024-12-30,SKU-046,52.0,0,17,25
2024-12-30,SKU-047,111.0,0,27,25
2024-12-30,SKU-048,148.0,0,24,107
2024-12-30,SKU-049,56.0,0,19,13
2024-12-30,SKU-051,154.0,0,20,60
2024-12-30,SKU-052,48.0,51,23,134
2024-12-30,SKU-053,0.0,100,23,296
2024-12-30,SKU-056,70.0,0,29,26
2024-12-30,SKU-057,36.0,134,31,82
2024-12-30,SKU-058,85.0,0,25,70
2024-12-30,SKU-059,57.0,110,21,105
2024-12-30,SKU-060,21.0,74,15,177
2025-01-06,SKU-001,30.0,69,21,55
2025-01-06,SKU-003,95.0,65,25,161
2025-01-06,SKU-004,135.0,0,29,69
2025-01-06,SKU-005,34.0,81,24,51
2025-01-06,SKU-006,0.0,76,28,307
2025-01-06,SKU-007,0.0,145,38,276
2025-01-06,SKU-008,9.0,125,31,37
2025-01-06,SKU-010,136.0,0,27,121
2025-01-06,SKU-011,55.0,0,25,27
2025-01-06,SKU-012,36.0,68,41,103
2025-01-06,SKU-013,3.0,145,14,181
2025-01-06,SKU-014,121.0,0,7,94
2025-01-06,SKU-015,56.0,64,11,72
2025-01-06,SKU-016,136.0,105,11,151
2025-01-06,SKU-018,60.0,125,8,75
2025-01-06,SKU-019,20.0,86,8,25
2025-01-06,SKU-020,71.0,131,12,100
2025-01-06,SKU-021,23.0,144,14,28
2025-01-06,SKU-023,104.0,0,13,14
2025-01-06,SKU-024,51.0,0,11,44
2025-01-06,SKU-025,148.0,0,12,131
2025-01-06,SKU-026,147.0,0,10,76
2025-01-06,SKU-027,23.0,111,7,31
2025-01-06,SKU-028,35.0,0,17,16
2025-01-06,SKU-029,176.0,0,13,22
2025-01-06,SKU-031,151.0,0,12,134
2025-01-06,SKU-032,2.0,70,19,264
2025-01-06,SKU-033,99.0,84,18,208
2025-01-06,SKU-034,232.0,0,13,208
2025-01-06,SKU-036,0.0,80,17,190
2025-01-06,SKU-037,62.0,0,16,54
2025-01-06,SKU-038,76.0,0,19,57
2025-01-06,SKU-040,44.0,0,15,22
2025-01-06,SKU-041,44.0,0,26,8
2025-01-06,SKU-042,142.0,83,18,162
2025-01-06,SKU-043,19.0,83,15,179
2025-01-06,SKU-044,70.0,0,18,49
2025-01-06,SKU-045,138.0,0,24,30
2025-01-06,SKU-046,46.0,0,17,25
2025-01-06,SKU-047,108.0,0,27,25
2025-01-06,SKU-048,125.0,0,24,107
2025-01-06,SKU-049,52.0,0,19,13
2025-01-06,SKU-051,141.0,0,20,60
2025-01-06,SKU-052,22.0,51,23,134
2025-01-06,SKU-053,48.0,60,23,296
2025-01-06,SKU-056,66.0,0,29,26
2025-01-06,SKU-057,152.0,0,31,82
2025-01-06,SKU-058,72.0,0,25,70
2025-01-06,SKU-059,137.0,0,21,105
2025-01-06,SKU-060,0.0,74,15,177
2025-01-13,SKU-001,17.0,69,21,55
2025-01-13,SKU-003,56.0,65,25,161
2025-01-13,SKU-004,126.0,0,29,69
2025-01-13,SKU-005,23.0,81,24,51
2025-01-13,SKU-006,0.0,76,28,307
2025-01-13,SKU-007,0.0,145,38,276
2025-01-13,SKU-008,128.0,0,31,37
2025-01-13,SKU-010,108.0,118,27,121
2025-01-13,SKU-011,51.0,0,25,27
2025-01-13,SKU-012,87.0,117,41,103
2025-01-13,SKU-013,101.0,64,14,181
2025-01-13,SKU-014,56.0,147,7,94
2025-01-13,SKU-015,89.0,0,11,72
2025-01-13,SKU-016,170.0,0,11,151
2025-01-13,SKU-018,137.0,0,8,75
2025-01-13,SKU-019,87.0,0,8,25
2025-01-13,SKU-020,167.0,0,12,100
2025-01-13,SKU-021,14.0,144,14,28
2025-01-13,SKU-023,99.0,0,13,14
2025-01-13,SKU-024,33.0,146,11,44
2025-01-13,SKU-025,96.0,96,12,131
2025-01-13,SKU-026,108.0,0,10,76
2025-01-13,SKU-027,,0,7,31
2025-01-13,SKU-028,29.0,0,17,16
2025-01-13,SKU-029,166.0,0,13,22
2025-01-13,SKU-031,86.0,130,12,134
2025-01-13,SKU-032,10.0,107,19,264
2025-01-13,SKU-033,53.0,84,18,208
2025-01-13,SKU-034,132.0,133,13,208
2025-01-13,SKU-036,0.0,80,17,190
2025-01-13,SKU-037,49.0,104,16,54
2025-01-13,SKU-038,61.0,0,19,57
2025-01-13,SKU-040,37.0,0,15,22
2025-01-13,SKU-041,42.0,0,26,8
2025-01-13,SKU-042,92.0,83,18,162
2025-01-13,SKU-043,32.0,136,15,179
2025-01-13,SKU-044,57.0,0,18,49
2025-01-13,SKU-045,130.0,0,24,30
2025-01-13,SKU-046,36.0,0,17,25
2025-01-13,SKU-047,105.0,0,27,25
2025-01-13,SKU-048,97.0,147,24,107
2025-01-13,SKU-049,49.0,0,19,13
2025-01-13,SKU-051,126.0,0,20,60
2025-01-13,SKU-052,2.0,51,23,134
2025-01-13,SKU-053,0.0,60,23,296
2025-01-13,SKU-056,62.0,0,29,26
2025-01-13,SKU-057,136.0,0,31,82
2025-01-13,SKU-058,64.0,97,25,70
2025-01-13,SKU-059,116.0,0,21,105
2025-01-13,SKU-060,24.0,60,15,177
2025-01-20,SKU-001,78.0,0,21,55
2025-01-20,SKU-003,91.0,97,25,161
2025-01-20,SKU-004,117.0,0,29,69
2025-01-20,SKU-005,92.0,0,24,51
2025-01-20,SKU-006,17.0,57,28,307
2025-01-20,SKU-007,117.0,68,38,276
2025-01-20,SKU-008,127.0,0,31,37
2025-01-20,SKU-010,75.0,118,27,121
2025-01-20,SKU-011,43.0,0,25,27
2025-01-20,SKU-012,78.0,117,41,103
2025-01-20,SKU-013,35.0,64,14,181
2025-01-20,SKU-014,130.0,0,7,94
2025-01-20,SKU-015,57.0,62,11,72
2025-01-20,SKU-016,99.0,115,11,151
2025-01-20,SKU-018,97.0,0,8,75
2025-01-20,SKU-019,74.0,0,8,25
2025-01-20,SKU-020,130.0,0,12,100
2025-01-20,SKU-021,144.0,0,14,28
2025-01-20,SKU-023,97.0,0,13,14
2025-01-20,SKU-024,169.0,0,11,44
2025-01-20,SKU-025,143.0,0,12,131
2025-01-20,SKU-026,68.0,101,10,76
2025-01-20,SKU-027,92.0,0,7,31
2025-01-20,SKU-028,27.0,0,17,16
2025-01-20,SKU-029,160.0,0,13,22
2025-01-20,SKU-031,157.0,0,12,134
2025-01-20,SKU-032,0.0,107,19,264
2025-01-20,SKU-033,90.0,83,18,208
2025-01-20,SKU-034,183.0,93,13,208
2025-01-20,SKU-036,27.0,127,17,190
2025-01-20,SKU-037,30.0,104,16,54
2025-01-20,SKU-038,44.0,121,19,57
2025-01-20,SKU-040,27.0,0,15,22
2025-01-20,SKU-041,41.0,0,26,8
2025-01-20,SKU-042,140.0,67,18,162
2025-01-20,SKU-043,0.0,136,15,179
2025-01-20,SKU-044,50.0,0,18,49
2025-01-20,SKU-045,122.0,0,24,30
2025-01-20,SKU-046,29.0,0,17,25
2025-01-20,SKU-047,97.0,0,27,25
2025-01-20,SKU-048,78.0,147,24,107
2025-01-20,SKU-049,47.0,0,19,13
2025-01-20,SKU-051,117.0,0,20,60
2025-01-20,SKU-052,28.0,61,23,134
2025-01-20,SKU-053,0.0,60,23,296
2025-01-20,SKU-056,57.0,0,29,26
2025-01-20,SKU-057,127.0,0,31,82
2025-01-20,SKU-058,48.0,97,25,70
2025-01-20,SKU-059,94.0,123,21,105
2025-01-20,SKU-060,0.0,60,15,177
2025-01-27,SKU-001,67.0,0,21,55
2025-01-27,SKU-003,58.0,97,25,161
2025-01-27,SKU-004,109.0,0,29,69
2025-01-27,SKU-005,81.0,0,24,51
2025-01-27,SKU-006,0.0,57,28,307
2025-01-27,SKU-007,75.0,68,38,276
2025-01-27,SKU-008,120.0,0,31,37
2025-01-27,SKU-010,60.0,118,27,121
2025-01-27,SKU-011,39.0,0,25,27
2025-01-27,SKU-012,62.0,117,41,103
2025-01-27,SKU-013,42.0,88,14,181
2025-01-27,SKU-014,79.0,64,7,94
2025-01-27,SKU-015,93.0,0,11,72
2025-01-27,SKU-016,152.0,0,11,151
2025-01-27,SKU-018,45.0,96,8,75
2025-01-27,SKU-019,57.0,0,8,25
2025-01-27,SKU-020,90.0,60,12,100
2025-01-27,SKU-021,134.0,0,14,28
2025-01-27,SKU-023,94.0,0,13,14
2025-01-27,SKU-024,149.0,0,11,44
2025-01-27,SKU-025,89.0,110,12,131
2025-01-27,SKU-026,146.0,0,10,76
2025-01-27,SKU-027,73.0,0,7,31
2025-01-27,SKU-028,19.0,0,17,16
2025-01-27,SKU-029,151.0,0,13,22
2025-01-27,SKU-031,100.0,102,12,134
2025-01-27,SKU-032,32.0,147,19,264
2025-01-27,SKU-033,41.0,83,18,208
2025-01-27,SKU-034,203.0,81,13,208
2025-01-27,SKU-036,0.0,127,17,190
2025-01-27,SKU-037,117.0,0,16,54
2025-01-27,SKU-038,31.0,121,19,57
2025-01-27,SKU-040,22.0,0,15,22
2025-01-27,SKU-041,41.0,0,26,8
2025-01-27,SKU-042,100.0,67,18,162
2025-01-27,SKU-043,89.0,115,15,179
2025-01-27,SKU-044,33.0,102,18,49
2025-01-27,SKU-045,116.0,0,24,30
2025-01-27,SKU-046,19.0,61,17,25
2025-01-27,SKU-047,94.0,0,27,25
2025-01-27,SKU-048,51.0,147,24,107
2025-01-27,SKU-049,44.0,0,19,13
2025-01-27,SKU-051,100.0,0,20,60
2025-01-27,SKU-052,10.0,61,23,134
2025-01-27,SKU-053,0.0,120,23,296
2025-01-27,SKU-056,52.0,0,29,26
2025-01-27,SKU-057,117.0,0,31,82
2025-01-27,SKU-058,36.0,97,25,70
2025-01-27,SKU-059,75.0,123,21,105
2025-01-27,SKU-060,4.0,133,15,177
2025-02-03,SKU-001,47.0,128,21,55
2025-02-03,SKU-003,24.0,97,25,161
2025-02-03,SKU-004,99.0,0,29,69
2025-02-03,SKU-005,67.0,0,24,51
2025-02-03,SKU-006,0.0,57,28,307
2025-02-03,SKU-007,34.0,68,38,276
2025-02-03,SKU-008,113.0,0,31,37
2025-02-03,SKU-010,156.0,0,27,121
